Title,Type,Episodes,Episode length,Genres,Age Limit,Studio,Author,Rate,Link
Крейсер Надэсико: Принц тьмы,Фильм,Не указано,1 час 19 мин,"['Сёнен', 'Экшен', 'Комедия', 'Драма', 'Фантастика', 'Меха', 'Психологическое', 'Космос']",R-17,Xebec,Tatsuo Satou,6.73,https://shikimori.me/animes/219-kidou-senkan-nadesico-the-prince-of-darkness
"Любовь, выборы и шоколад: Что-то не так с Хазуки",Спешл,Не указано,23 мин,"['Драма', 'Романтика', 'Школа']",PG-13,AIC,Не смог X2,6.73,https://shikimori.me/animes/18053-koi-to-senkyo-to-chocolate-ikenai-hazuki-sensei
Железная связь,TV Сериал,24,15 мин,"['Экшен', 'Приключения', 'Драма', 'Фантастика']",R+,APPP,Tomomasa Takuma,6.73,https://shikimori.me/animes/1660-kurogane-communication
"Холмс на Тэрамати-Сандзё, Киото",TV Сериал,12,23 мин,"['Драма', 'Детектив', 'Работа']",PG-13,Seven,Mai Mochizuki,6.73,https://shikimori.me/animes/37458-kyoto-teramachi-sanjou-no-holmes
Планета динозавров,TV Сериал,60,15 мин,"['Приключения', 'Фэнтези', 'Фантастика', 'Исторический']",PG,Junio,Masami Furukawa,6.73,https://shikimori.me/animes/7681-kyouryuu-wakusei
Удивительный Зорори 2,TV Сериал,97,24 мин,"['Детское', 'Приключения']",PG,Ajia-do,Yutaka Hara,6.73,https://shikimori.me/animes/2707-majime-ni-fumajime-kaiketsu-zorori
Хозяйка Москитона,OVA,6,27 мин,"['Экшен', 'Приключения', 'Комедия', 'Сверхъестественное', 'Демоны', 'Вампиры']",PG-13,Zero-G Room,Satoru Akahori,6.73,https://shikimori.me/animes/1805-master-mosquiton
Кэнди-Бой: Спецвыпуск 2,Спешл,Не указано,9 мин,"['Сёдзё', 'Романтика']",PG-13,AIC,Takashi Habe,6.73,https://shikimori.me/animes/6479-candy-boy-episode-ex02-shiawase-kyouyuu-riron
Холст 2,TV Сериал,24,24 мин,"['Комедия', 'Драма', 'Романтика']",PG-13,Zexcs,Itsurou Kawasaki,6.73,https://shikimori.me/animes/z694-canvas-2-nijiiro-no-sketch
Оккультные служащие полуночи,TV Сериал,12,23 мин,"['Сёдзё', 'Фэнтези', 'Детектив', 'Сверхъестественное', 'Демоны']",PG-13,LIDENFILMS,Youko Tamotsu,6.73,https://shikimori.me/animes/37964-mayonaka-no-occult-koumuin
Карточные бои Авангарда: Товарищество легиона,TV Сериал,33,24 мин,"['Сёнен', 'Экшен', 'Приключения', 'Демоны', 'Игры']",PG-13,TMS,Akira Itou,6.73,https://shikimori.me/animes/21729-cardfight-vanguard-legion-mate-hen
Мини-лилии,ONA,4,5 мин,"['Комедия', 'Сёдзё', 'Школа']",PG-13,W-Toon,Seiya Miyajima,6.73,https://shikimori.me/animes/40369-mini-yuri
Драконий жемчуг Зет: План по уничтожению сайянов,OVA,2,30 мин,"['Сёнен', 'Приключения', 'Комедия', 'Фэнтези', 'Фантастика']",PG-13,Toei,Akira Toriyama,6.73,https://shikimori.me/animes/984-dragon-ball-z-saiya-jin-zetsumetsu-keikaku
Манкацу,TV Сериал,12,51 мин,"['Сэйнэн', 'Экшен', 'Приключения', 'Комедия', 'Этти', 'Пародия']",R+,TMS,Shunji Ooga,6.73,https://shikimori.me/animes/5343-monkey-punch-manga-katsudou-daishashin
Мами-экстрасенс,TV Сериал,119,24 мин,"['Комедия', 'Сверхъестественное', 'Этти', 'Школа', 'Супер']",PG-13,Shin-Ei,Fujiko F. Fujio,6.73,https://shikimori.me/animes/3023-esper-mami
Отверженные: Спецвыпуски,Спешл,12,2 мин,"['Сэйнэн', 'Комедия', 'Этти', 'Школа']",PG-13,Madhouse,John Ledford,6.73,https://shikimori.me/animes/7322-needless-saint-lily-gakuen-no-himitsu
Гонщик Формулы,TV Сериал,31,25 мин,"['Сёнен', 'Спорт', 'Машины']",PG-13,Deen,Noboru Rokuda,6.73,https://shikimori.me/animes/6055-f
Кошачий рай,TV Сериал,12,23 мин,"['Комедия', 'Повседневность']",PG-13,Felix Film,Yasutaka Yamamoto,6.73,https://shikimori.me/animes/38924-nekopara
Лес русалок,OVA,Не указано,55 мин,"['Драма', 'Фэнтези', 'Ужасы', 'Детектив', 'Сёнен']",R+,Pastel,Rumiko Takahashi,6.73,https://shikimori.me/animes/2016-ningyo-no-mori
Судьб,Спешл,Не указано,1 час 14 мин,"['Экшен', 'Фэнтези', 'Сверхъестественное']",PG-13,Lay-duce,Hitoshi Nanba,6.73,https://shikimori.me/animes/z34321-fate-grand-order-first-order
Судьб,Спешл,5,5 мин,"['Комедия', 'Фэнтези', 'Этти']",PG-13,SILVER LINK.,Hiroshi Hiroyama,6.73,https://shikimori.me/animes/z19109-fate-kaleid-liner-prisma-illya-specials
Номер 24,TV Сериал,12,23 мин,"['Спорт', 'Школа']",PG-13,PRA,Shigeru Kimiya,6.73,https://shikimori.me/animes/39583-number24
Прекрасный ритм: Выбор всех друзей,TV Сериал,16,24 мин,"['Сёдзё', 'Комедия', 'Повседневность', 'Музыка']",PG,Не смог,Не смог X2,6.73,https://shikimori.me/animes/48859-pretty-all-friends-selection
"Япония, наше Отечество",Фильм,Не указано,1 час 36 мин,['Исторический'],G,WAO World,Akio Nishizawa,6.73,https://shikimori.me/animes/3367-furusato-japan
Моя жена — президент студенческого совета! OVA,OVA,Не указано,10 мин,"['Сёнен', 'Комедия', 'Романтика', 'Этти']",R+,Seven,Yumi Nakata,6.73,https://shikimori.me/animes/31980-okusama-ga-seitokaichou-seitokaichou-to-ofuro-asobi
РПГ недвижимость,TV Сериал,12,23 мин,"['Комедия', 'Фэнтези']",PG-13,Doga Kobo,Chiyo Kenmotsu,6.73,https://shikimori.me/animes/48363-rpg-fudousan
"Хорошенькое лекарство: Звёздный всплеск — Время, повисшее на волоске!",Фильм,Не указано,51 мин,['Фэнтези'],G,Toei,Izumi Toudou,6.73,https://shikimori.me/animes/4124-futari-wa-precure-splash-star-movie-tick-tack-kiki-ippatsu
Ван-Пис: Приключение на длинно-круглой земле,Спешл,Не указано,1 час 15 мин,"['Экшен', 'Приключения', 'Фэнтези', 'Сёнен']",PG-13,Toei,Eiichiro Oda,6.73,https://shikimori.me/animes/32437-one-piece-long-ring-long-land-hen
"Вперёд, принцессы хорошенького лекарства! Фильм",Фильм,Не указано,1 час 15 мин,['Фэнтези'],G,Toei,Akifumi Zako,6.73,https://shikimori.me/animes/29868-go-princess-precure-movie-go-go-gouka-3-bondate
Детективное агентство «Хаматора»: Рекап,Спешл,Не указано,26 мин,"['Комедия', 'Детектив', 'Супер']",PG-13,NAZ,Не смог X2,6.73,https://shikimori.me/animes/23115-hamatora-the-animation-saishuukai-chokuzen-mao-ga-okuru
Поэзия теней: Пламя,TV Сериал,50,24 мин,"['Фэнтези', 'Игры']",PG-13,Zexcs,Shigenobu Satou,6.73,https://shikimori.me/animes/50060-shadowverse-flame
Ну не может моя сестрёнка быть такой милой: Анимированный комментарий,Спешл,16,13 мин,['Комедия'],PG-13,I was a Ballerina,Tsukasa Fushimi,6.73,https://shikimori.me/animes/10108-ore-no-imouto-ga-konnani-kawaii-wake-ga-nai-sd-chara-ni-yoru-character-commentary
Панда большая и маленькая,Фильм,2,36 мин,"['Детское', 'Комедия']",G,Tokyo Movie Shinsha,Isao Takahata,6.73,https://shikimori.me/animes/2611-panda-kopanda
Пламенная альпийская роза: Джуди и Ланди,TV Сериал,20,22 мин,"['Сёдзё', 'Драма', 'Романтика', 'Исторический']",PG-13,Tatsunoko,Michiyo Akaishi,6.73,https://shikimori.me/animes/3807-honoo-no-alpenrose-judy-randy
Романтика Троецарствия,TV Сериал,52,25 мин,['Исторический'],PG-13,Future Planet,Shunji Ooga,6.74,https://shikimori.me/animes/6902-saikyou-bushouden-sangoku-engi
Ночь по ту сторону треугольного окна,TV Сериал,12,23 мин,"['Сёнен', 'Драма', 'Ужасы', 'Детектив', 'Сверхъестественное']",R-17,Zero-G,Tomoko Yamashita,6.73,https://shikimori.me/animes/44387-sankaku-mado-no-sotogawa-wa-yoru
Я и Робоко,TV Сериал,28,3 мин,"['Комедия', 'Фантастика', 'Сёнен']",PG-13,Gallop,Shuuhei Miyazaki,6.73,https://shikimori.me/animes/51940-boku-to-roboko
Сасами: Клуб девочек-волшебниц 2,TV Сериал,13,25 мин,"['Фэнтези', 'Школа']",PG,AIC,Yoshihiro Takamoto,6.73,https://shikimori.me/animes/1882-sasami-mahou-shoujo-club-2
Новый Тэнти — лишний! Спецвыпуски,Спешл,6,4 мин,"['Комедия', 'Романтика', 'Фантастика']",PG-13,AIC,Masaki Kajishima,6.74,https://shikimori.me/animes/8767-shin-tenchi-muyou-specials
3x3 глаза,OVA,4,29 мин,"['Экшен', 'Фэнтези', 'Ужасы', 'Романтика', 'Демоны']",R-17,Toei,Yuuzo Takada,6.72,https://shikimori.me/animes/300-3x3-eyes
Репетитор-киллер Реборн! x Эль Драйв,Спешл,Не указано,2 мин,"['Сёнен', 'Супер']",PG-13,Artland,Не смог X2,6.72,https://shikimori.me/animes/33740-katekyo-hitman-reborn-x-ldlive-special
Утраченное небесами: Мой хозяин навсегда,Фильм,Не указано,50 мин,"['Сёнен', 'Комедия', 'Фантастика', 'Сверхъестественное', 'Этти', 'Гарем']",PG-13,Production IMS,Suu Minazuki,6.73,https://shikimori.me/animes/12783-sora-no-otoshimono-final-eternal-my-master
Инопланетяне в школе № 9,OVA,4,28 мин,"['Ужасы', 'Фантастика', 'Психологическое', 'Школа']",R-17,J.C.Staff,Hitoshi Tomizawa,6.72,https://shikimori.me/animes/1177-alien-9
Мобильный воин Гандам: Апокалипсис 0079,OVA,3,30 мин,"['Фантастика', 'Меха', 'Военное', 'Космос']",PG-13,Sunrise,Yoshiyuki Tomino,6.72,https://shikimori.me/animes/1916-kidou-senshi-gundam-ms-igloo-mokushiroku-0079
Акварион: Гимн триумфу,Фильм,Не указано,1 час 56 мин,"['Драма', 'Фэнтези', 'Меха']",PG-13,Satelight,Shouji Kawamori,6.72,https://shikimori.me/animes/6032-aquarion-movie-ippatsu-gyakuten-hen
Кэнди-Кэнди: Летние каникулы Кэнди,Фильм,Не указано,18 мин,"['Сёдзё', 'Драма', 'Повседневность']",G,Toei,Keiko Nagita,6.72,https://shikimori.me/animes/2802-candy-candy-candy-no-natsu-yasumi
Несравненная принцесса любви,TV Сериал,12,24 мин,"['Экшен', 'Приключения', 'Фэнтези', 'Этти', 'Исторический', 'Боевые']",R+,Doga Kobo,Nobuaki Nakanishi,6.72,https://shikimori.me/animes/4262-koihime-musou
Призрак в доспехах: Вознесение — Вступление,TV Сериал,26,4 мин,['Комедия'],PG-13,Production I.G,Masamune Shirow,6.72,https://shikimori.me/animes/22013-koukaku-kidoutai-nyuumon-arise
Карточные бои Авангарда (2018),TV Сериал,52,23 мин,"['Сёнен', 'Экшен', 'Игры']",PG-13,OLM,Akira Itou,6.72,https://shikimori.me/animes/37476-cardfight-vanguard-2018
Данкугар,TV Сериал,38,23 мин,"['Экшен', 'Фантастика', 'Меха']",PG-13,Production Reed,Seiji Okuda,6.72,https://shikimori.me/animes/2255-choujuu-kishin-dancougar
Живая любовь! Проект «Школьный идол»: Бесконечный парад драматической интерлюдии,Спешл,3,8 мин,['Комедия'],PG-13,Sunrise,Не смог X2,6.72,https://shikimori.me/animes/25897-love-live-school-idol-project-s-next-lovelive-2014-endless-parade-makuai-drama
Код: Крушитель,TV Сериал,13,24 мин,"['Сёнен', 'Экшен', 'Комедия', 'Сверхъестественное', 'Школа', 'Супер']",R-17,Kinema Citrus,Akimine Kamijyo,6.72,https://shikimori.me/animes/11703-code-breaker
Эпоха Лиги Легенд: Время Лу 2,ONA,13,12 мин,"['Экшен', 'Приключения', 'Комедия', 'Пародия']",PG-13,Haoliners Animation League,Juansheng Shi,6.72,https://shikimori.me/animes/32543-lu-shidai-2nd-season
С начала. Часть I,TV Сериал,26,24 мин,"['Драма', 'Романтика', 'Гарем']",PG-13,feel.,Nagisa Miyazaki,6.72,https://shikimori.me/animes/62-d-c-da-capo
Доходный дом Иккоку: Пролог,Спешл,Не указано,27 мин,"['Сэйнэн', 'Комедия', 'Драма', 'Романтика']",PG-13,Deen,Rumiko Takahashi,6.72,https://shikimori.me/animes/3484-maison-ikkoku-prelude-meguru-haru-no-sakura-no-you-ni
Когда плачут цикады: Выпускной,TV Сериал,15,23 мин,"['Безумие', 'Ужасы', 'Детектив', 'Сверхъестественное', 'Триллер', 'Психологическое']",R-17,Passione,Keiichirou Kawaguchi,6.73,https://shikimori.me/animes/48488-higurashi-no-naku-koro-ni-sotsu
Похотливая Ао не может учиться,TV Сериал,12,12 мин,"['Комедия', 'Романтика', 'Этти', 'Школа', 'Сёнен']",PG-13,SILVER LINK.,Ren Kawahara,6.72,https://shikimori.me/animes/38778-midara-na-ao-chan-wa-benkyou-ga-dekinai
Ложное лицо,ONA,16,13 мин,"['Романтика', 'Триллер']",PG-13,Не смог,Не смог X2,6.73,https://shikimori.me/animes/50575-huang-yan
Айшилд 21: Джамп Феста 2005 — Спецвыпуск,Спешл,Не указано,11 мин,"['Спорт', 'Сёнен']",PG-13,Gallop,Riichiro Inagaki,6.72,https://shikimori.me/animes/6418-eyeshield-21-jump-festa-2005-special
Эпоха смут: Мини — Чосокабэ и Мори,Спешл,7,6 мин,"['Комедия', 'Исторический']",PG-13,Production I.G,Capcom,6.72,https://shikimori.me/animes/7857-mini-sengoku-basara-chousokabe-kun-to-mouri-kun
Университет сумасшедших людей,TV Сериал,12,23 мин,"['Комедия', 'Детектив']",PG-13,DLE,Tsukasa Nishiyama,6.73,https://shikimori.me/animes/53012-human-bug-daigaku
Заморозка: Вибрация,TV Сериал,12,23 мин,"['Экшен', 'Драма', 'Романтика', 'Фантастика', 'Этти', 'Военное', 'Сэйнэн']",R+,A.C.G.T.,Dal Young Im,6.72,https://shikimori.me/animes/18001-freezing-vibration
Мини-Авангард,TV Сериал,37,3 мин,"['Комедия', 'Повседневность', 'Игры', 'Пародия']",PG-13,DLE,Azuma Tani,6.72,https://shikimori.me/animes/18391-mini-van
Куроицу из отдела сверхчеловеческого развития,TV Сериал,12,23 мин,"['Комедия', 'Фэнтези', 'Работа']",PG-13,Quad,Hiroaki Mizusaki,6.73,https://shikimori.me/animes/49385-kaijin-kaihatsu-bu-no-kuroitsu-san
Язык воды,Спешл,Не указано,9 мин,"['Драма', 'Фантастика', 'Психологическое']",PG-13,Rikka,Yasuhiro Yoshiura,6.72,https://shikimori.me/animes/2235-mizu-no-kotoba
